"kingdom" "phylum" "class" "order" "family" "genus" "binomial" "statut" "category" "foraging.niche" "body.mass" "habitat.breadth" "main.diet" "foraging.period"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus nereis" "endemic" "DD" "A" 9.62 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus arcuatus" "endemic" "LC" "A" 8.75 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus euryotis" "endemic" "LC" "A" 14.3 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus creaghi" "endemic" "LC" "A" 12 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus subrufus" "endemic" "DD" "A" 10.4 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus inops" "endemic" "LC" "A" 13.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus celebensis" "endemic" "LC" "A" 10.4 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus virgo" "endemic" "LC" "A" 6 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus cognatus" "endemic" "EN" "A" 10.49 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus madurensis" "endemic" "VU" "A" 10.62 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus keyensis" "endemic" "DD" "A" 6.26 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus canuti" "endemic" "VU" "A" 10.75 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "RHINOLOPHIDAE" "Rhinolophus" "Rhinolophus rufus" "endemic" "NT" "A" 30 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Aselliscus" "Aselliscus tricuspidatus" "endemic" "LC" "A" 4.1 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Anthops" "Anthops ornatus" "endemic" "VU" "A" 8 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros coronatus" "endemic" "DD" "A" 10.59 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros dinops" "endemic" "DD" "A" 74.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros macrobullatus" "endemic" "DD" "A" 9.31 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros inexpectatus" "endemic" "DD" "A" 21.41 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros pelingensis" "endemic" "NT" "A" 13.94 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros muscinus" "endemic" "LC" "A" 14.41 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros demissus" "endemic" "EN" "A" 13.94 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros edwardshilli" "endemic" "VU" "A" 13.94 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros breviceps" "endemic" "DD" "A" 9.31 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros crumeniferus" "endemic" "DD" "A" 9.18 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros corynophyllus" "endemic" "LC" "A" 14.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros turpis" "endemic" "EN" "A" 33.35 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros madurae" "endemic" "LC" "A" 13.94 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros pygmaeus" "endemic" "LC" "A" 3.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros coxi" "endemic" "EN" "A" 9.25 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros maggietaylorae" "endemic" "LC" "A" 18.5 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros sumbae" "endemic" "LC" "A" 13.94 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros sorenseni" "endemic" "VU" "A" 13.94 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros wollastoni" "endemic" "LC" "A" 6.75 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros obscurus" "endemic" "LC" "A" 9.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros papua" "endemic" "LC" "A" 9.31 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Hipposideros" "Hipposideros calcaratus" "endemic" "LC" "A" 11.35 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Paratriaenops" "Paratriaenops auritus" "endemic" "VU" "A" 8.6 4 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "HIPPOSIDERIDAE" "Triaenops" "Triaenops rufus" "endemic" "LC" "A" 9.1 3 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Ptenochirus" "Ptenochirus jagori" "endemic" "LC" "Ar" 77.25 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Ptenochirus" "Ptenochirus minor" "endemic" "LC" "Ar" 36.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Megaerops" "Megaerops kusnotoi" "endemic" "VU" "Ar" 35.94 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus titthaecheilus" "endemic" "LC" "Ar" 58.33 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus nusatenggara" "endemic" "LC" "Ar" 36.44 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus minutus" "endemic" "LC" "Ar" 26.45 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus luzoniensis" "endemic" "LC" "Ar" 40.3 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "Ar" 78 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus brooksi" "endemic" "VU" "Ar" 78 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aethalops" "Aethalops aequalis" "endemic" "LC" "Ar" 15 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Neopteryx" "Neopteryx frosti" "endemic" "EN" "Ar" 153.86 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Otopteropus" "Otopteropus cartilagonodus" "endemic" "LC" "Ar" 16.75 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "Ar" 65.14 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris macdonaldi" "endemic" "VU" "Ar" 65.14 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Haplonycteris" "Haplonycteris fischeri" "endemic" "LC" "Ar" 17.96 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Alionycteris" "Alionycteris paucidentata" "endemic" "LC" "Ar" 16.15 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aproteles" "Aproteles bulmerae" "endemic" "CR" "Ar" 600 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Thoopterus" "Thoopterus nigrescens" "endemic" "LC" "Ar" 60.4 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "Ar" 78.36 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris major" "endemic" "DD" "Ar" 72.75 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus spinalatus" "endemic" "VU" "Ar" 90.75 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "Ar" 44.1 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus madagascariensis" "endemic" "VU" "Ar" 62.1 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Myonycteris" "Myonycteris brachycephala" "endemic" "EN" "Ar" 53.39 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris hobbit" "endemic" "LC" "Ar" 18.29 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris carolinae" "endemic" "VU" "Ar" 39 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus celebensis" "endemic" "LC" "Ar" 56.3 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris whiteheadi" "endemic" "LC" "Ar" 110.5 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris celebensis" "endemic" "VU" "Ar" 104 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia beauforti" "endemic" "LC" "Ar" 159.01 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia peronii" "endemic" "LC" "Ar" 226.51 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia anderseni" "endemic" "LC" "Ar" 233.99 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia chapmani" "endemic" "CR" "Ar" 216.03 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia emersa" "endemic" "VU" "Ar" 195.5 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia crenulata" "endemic" "LC" "Ar" 218.21 4 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia viridis" "endemic" "LC" "Ar" 238 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia inermis" "endemic" "LC" "Ar" 149.5 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia praedatrix" "endemic" "LC" "Ar" 188.68 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia pannietensis" "endemic" "NT" "Ar" 267.7 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia moluccensis" "endemic" "LC" "Ar" 381.44 4 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia exoleta" "endemic" "LC" "Ar" 249 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia minor" "endemic" "LC" "Ar" 78.23 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Paranyctimene" "Paranyctimene tenax" "endemic" "LC" "Ar" 24.31 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Paranyctimene" "Paranyctimene raptor" "endemic" "LC" "Ar" 24.31 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene cyclotis" "endemic" "DD" "Ar" 48 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene masalai" "endemic" "DD" "Ar" 52.3 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene aello" "endemic" "LC" "Ar" 84.26 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene malaitensis" "endemic" "LC" "Ar" 75.39 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene certans" "endemic" "LC" "Ar" 42.1 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene rabori" "endemic" "EN" "Ar" 67.5 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene sanctacrucis" "endemic" "DD" "Ar" 51.64 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene cephalotes" "endemic" "LC" "Ar" 44.47 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene albiventer" "endemic" "LC" "Ar" 29.88 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene draconilla" "endemic" "DD" "Ar" 29 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene minutus" "endemic" "VU" "Ar" 45.56 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene vizcaccia" "endemic" "LC" "Ar" 40 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene major" "endemic" "LC" "Ar" 104.15 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Nyctimene" "Nyctimene keasti" "endemic" "NT" "Ar" 51.64 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus linduensis" "endemic" "DD" "Ar" 77.74 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eidolon" "Eidolon dupreanum" "endemic" "VU" "Ar" 283.75 3 "FFN" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteralopex" "Pteralopex pulchra" "endemic" "CR" "Ar" 280 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteralopex" "Pteralopex atrata" "endemic" "EN" "Ar" 472 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteralopex" "Pteralopex taki" "endemic" "VU" "Ar" 369.06 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteralopex" "Pteralopex anceps" "endemic" "EN" "Ar" 560.36 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Mirimiri" "Mirimiri acrodonta" "endemic" "CR" "Ar" 250.5 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Desmalopex" "Desmalopex leucopterus" "endemic" "VU" "Ar" 340 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Melonycteris" "Melonycteris melanops" "endemic" "LC" "Ar" 49.04 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Melonycteris" "Melonycteris woodfordi" "endemic" "LC" "Ar" 36.88 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Melonycteris" "Melonycteris fardoulisi" "endemic" "NT" "Ar" 42.53 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Styloctenium" "Styloctenium wallacei" "endemic" "NT" "Ar" 173 2 "FFN" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus fundatus" "endemic" "EN" "Ar" 205.65 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus ocularis" "endemic" "VU" "Ar" 220 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus chrysoproctus" "endemic" "VU" "Ar" 710 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus caniceps" "endemic" "VU" "Ar" 505 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus loochoensis" "endemic" "DD" "Ar" 361.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus livingstonii" "endemic" "CR" "Ar" 734.27 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus voeltzkowi" "endemic" "VU" "Ar" 527.5 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus rodricensis" "endemic" "EN" "Ar" 253.83 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus niger" "endemic" "EN" "Ar" 456.25 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus keyensis" "endemic" "DD" "Ar" 361.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus aldabrensis" "endemic" "EN" "Ar" 305 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus seychellensis" "endemic" "LC" "Ar" 457 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus rufus" "endemic" "VU" "Ar" 361 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus dasymallus" "endemic" "VU" "Ar" 435 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus pumilus" "endemic" "NT" "Ar" 183.35 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus vetulus" "endemic" "NT" "Ar" 148 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus rennelli" "endemic" "EN" "Ar" 361.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus faunulus" "endemic" "EN" "Ar" 344.76 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus hypomelanus" "endemic" "NT" "Ar" 428.14 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus pohlei" "endemic" "VU" "Ar" 343 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus mariannus" "endemic" "EN" "Ar" 453.5 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus tonganus" "endemic" "LC" "Ar" 418.33 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus subniger" "endemic" "EX" "Ar" 361.25 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus admiralitatum" "endemic" "LC" "Ar" 299.9 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus speciosus" "endemic" "DD" "Ar" 344.76 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus neohibernicus" "endemic" "LC" "Ar" 966.79 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus melanopogon" "endemic" "EN" "Ar" 860 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus ornatus" "endemic" "VU" "Ar" 330 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus tuberculatus" "endemic" "EN" "Ar" 282.86 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus nitendiensis" "endemic" "EN" "Ar" 265 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus ualanus" "endemic" "EN" "Ar" 361.25 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus cognatus" "endemic" "VU" "Ar" 361.25 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus rayneri" "endemic" "NT" "Ar" 724.5 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus melanotus" "endemic" "VU" "Ar" 344.76 1 "FFN" "N"
